character,universe,marital_status,gender
kalel,earth_23,single,male
kancer,new_earth,single,NA
kara,earth_1_98,single,female
kara,earth_d,married,female
kara_jor_el,ame_comi,single,female
kara_ken,earth_one,single,female
kara_zor_el,ame_comi,single,female
kara_zor_el,being_super,single,female
kara_zor_el,dc_bombshells,single,female
kara_zor_el,dc_extended_universe,single,female
kara_zor_el,dc_legends,single,female
kara_zor_el,dc_super_hero_girls_tv_series,single,female
kara_zor_el,dc_super_hero_girls,single,female
kara_zor_el,dc_unchained,single,female
kara_zor_el,dceased,single,female
kara_zor_el,donnerverse,single,female
kara_zor_el,earth_22,single,female
kara_zor_el,earth_2,single,female
kara_zor_el,earth_149,single,female
kara_zor_el,earth_162,single,female
kara_zor_el,earth_167,single,female
kara_zor_el,earth_31,single,female
kara_zor_el,earth_332,single,female
kara_zor_el,earth_423,single,female
kara_zor_el,earth_91,single,female
kara_zor_el,earth_nineteen,single,female
kara_zor_el,future_state,single,female
kara_zor_el,gotham_city_garage,single,female
kara_zor_el,injustice,single,female
kara_zor_el,justice_league_3,single,female
kara_zor_el,justice_league_action,single,female
kara_zor_el,justice,single,female
kara_zor_el,last_daughters,single,female
kara_zor_el,last_knight_on_earth,single,female
kara_zor_el,lego_batman,single,female
kara_zor_el,lego_dc_heroes,single,female
kara_zor_el,li_l_leaguers,single,female
kara_zor_el,prime_earth,single,female
kara_zor_el,scooby_doo_team_up,single,female
kara_zor_el,scribblenauts,single,female
kara_zor_el,smallville,single,female
kara_zor_el,super_best_friends_forever,single,female
kara_zor_el,super_friends,single,female
kara_zor_el,super_pets,single,female
kara_zor_el,superman_batman,single,female
kara_zor_el,tiny_titans,single,female
kara_zor_el,titans_tomorrow,single,female
kara_zor_el,unbound,single,female
kara_zor_el_clone,dc_bombshells,single,female
kara_zor_el_clone,earth_one,single,female
kara_zor_l,created_equal,single,female
kara_zor_l,earth_2,single,female
kara_zor_l,earth_21,single,female
kara_zor_l,earth_22,single,female
kara_zor_l,earth_two,single,female
kara_zor_l,lego_batman,single,female
karen_starr,the_brave_and_the_bold,single,female
karsta_wor_ul,new_earth,single,female
katar_hol,earth_one,married,male
kel_gand,new_earth,married,male
kell_el,legion_of_super_heroes_tv_series,single,male
kevin_sack,wildstorm_universe,single,male
kizo,earth_two,single,male
klar_ken_t5477,earth_one,single,male
knor_el,earth_2,single,male
kon_el,dc_legends,single,male
kon_el,new_earth,single,male
kon_el,tiny_titans,single,male
kon_el,titans_tomorrow,single,male
kon_el_clone,titans_tomorrow,single,male
kru_el,new_earth,single,male
krypto,dc_super_hero_girls_tv_series,single,male
krypto,dc_universe_online,single,male
krypto,dcau,single,male
krypto,filmation_adventures,single,male
krypto,justice_league_action,single,male
krypto,krypto_the_superdog,single,male
krypto,super_pets,single,male
lar_gand,earth_prime,single,male
lar_gand,post_zero_hour,single,male
lar_gand,pre_zero_hour,married,male
lara,earth_23,married,female
lara,earth_31,single,female
lara,tiny_titans,widowed,female
lara_lane_kent,injustice,single,female
laurel_gand,pre_zero_hour,married,female
laurel_kent,pre_zero_hour,single,female
lesla_lar,earth_one,single,female
lex_el,earth_23,single,male
lilo,all_star_superman,married,female
lisa_kent,earth_91,married,female
lois_lane,earth_forty_seven,single,female
lois_lane,lois_clark,married,female
lois_lane,prime_earth,married,female
lor_zod,prime_earth,single,male
lor_zod,tiny_titans,single,male
lucien,new_earth,single,male
lucien,prime_earth,single,male
lucy_lane,new_earth,married,female
mala_ii,earth_two,single,male
match,earth_16,single,male
michael_desai,flashpoint_timeline,single,male
milkman_man,prime_earth,single,male
mister_mind,earth_s,single,male
mon_el,post_rebirth,single,male
nadira_va_dim,dc_extended_universe,single,female
nam_ek,dc_extended_universe,single,male
nimue_inwudu,prime_earth,single,female
non,donnerverse,single,male
non,new_earth,single,male
non,prime_earth,single,male
non,tiny_titans,single,male
nor,lois_clark,single,male
nyssa_al_ghul,gotham,single,female
nyssa_raatko,new_earth,single,female
o_sensei,new_earth,widowed,male
ol_vir,pre_zero_hour,single,male
oswald_cobblepot,super_friends,single,male
overgirl,earth_1,single,female
pallas_athena,new_earth,single,female
preus,new_earth,single,male
prym_el,tiny_titans,single,male
pyrrhos,future_state,single,male
quex_ul,earth_one,single,male
quex_ul,new_earth,single,male
quex_ul,pocket_universe,single,male
ra_s_al_ghul,dcau,single,male
ral_dar,new_earth,single,male
rana,new_earth,single,female
rani,new_earth,single,female
rao,prime_earth,single,male
raya,smallville,single,female
res_vir,pre_zero_hour,single,male
roy_lincoln,earth_two,single,male
roy_lincoln,new_earth,single,male
sanderson_hawkins,new_earth,single,male
satan_girl,pre_zero_hour,single,female
shayera_thal,earth_one,married,female
shayera_thal,new_earth,married,female
shayera_thal,prime_earth,married,female
shayera_thal_i,new_earth,single,female
shazam,earth_s,single,male
shyla_kor_onn,earth_one,single,female
slackjaw,prime_earth,single,male
slade_wilson,new_earth,divorced,male
sodam_yat,new_earth,single,male
son_of_zod,gods_and_monsters,single,male
super_girl,earth_one,single,female
superboy,earth_16,engaged,male
supergirl,justice_league_heroes,single,female
supergirl,teen_titans_tv_series,single,female
superlad_iii,earth_one,single,male
superman_ii,earth_399,single,male
superman_iii,earth_399,single,male
superman_secundus,dc_one_million,single,male
superwoman,earth_11,married,female
sylvia_dewitt,earth_one,married,female
tal_rho,arrowverse,single,male
tan_on,being_super,single,male
ted_grant,new_earth,single,male
tesla_strong,earth_abc,married,female
teth_adam,future_state,single,male
thal_porvis,new_earth,divorced,male
thara_ak_var,new_earth,single,female
thara_ak_var,unbound,single,female
the_gentle_man,prime_earth,married,male
thomas_kirk,new_earth,single,male
tobias_manning,earth_one,single,male
tomas_strong,earth_abc,married,male
tor_an,dc_extended_universe,single,male
tor_an,earth_one,single,male
tori_whale,black_lightning_tv_series,single,female
tristram_maurer,prime_earth,single,male
tyr_van,new_earth,single,male
u_ban,earth_two,single,male
ultragirl,earth_3,single,female
ultraman,earth_3,married,male
ursa,booster_shot_future,married,female
ursa,donnerverse,single,female
ursa,new_earth,married,female
ursa,prime_earth,married,female
ursa,superman_1988_tv_series,single,female
ursa,tiny_titans,married,female
val_zod,earth_2,single,male
vala,smallville,single,female
van_zee,earth_one,married,male
victor_fries,white_knight,single,male
william_glenmorgan,new_earth,single,male
william_waldecker,lois_clark,single,male
xa_du,prime_earth,single,male
xadu,earth_one,married,male
zaora,pocket_universe,single,female
zar_al,earth_one,single,male
zod,dcau,single,male
zod,donnerverse,single,male
zod,smallville,married,male
zod,superman_1988_tv_series,single,male
zod_clone,smallville,single,male
zod_el,earth_1,single,male
zor_el,earth_one,married,male
zor_el,new_earth,married,male
zor_el,scooby_doo_team_up,married,male
zor_el,smallville,widowed,male
zor_el,unbound,married,male
carlotta_rivera,new_earth,single,female
deanna_barr,new_earth,single,female
granny_goodness,new_earth,single,female
james_barr,earth_s,married,male
james_barr,new_earth,married,male
kent_nelson,prime_earth,single,male
matthew_callahan,wildstorm_universe,single,male
sonia_sato,new_earth,single,female
susan_kent,earth_s,married,female
susan_kent,new_earth,married,female
tao_jones,new_earth,single,female
victor_darge,new_earth,single,male
zatanna_zatara,justice_league_action,single,female
alec_rois,new_earth,single,male
anissa_pierce,injustice,single,female
anissa_pierce,new_earth,single,female
anissa_pierce,prime_earth,single,female
arthur_thompson,earth_9,married,male
basil_karlo,dc_bombshells,single,male
basil_karlo,dceased,single,male
basil_karlo,new_earth,widowed,male
basil_karlo,prime_earth,divorced,male
big_bear,new_earth,married,male
buddy_blank,earth_ad,single,male
charles_bell,dakotaverse,single,male
chemo,dc_legends,single,male
daniel_stone_ii,new_earth,single,male
deathstorm,new_earth,single,male
firehawk_ii,prime_earth,single,female
firestorm,justice_league_3,single,male
flambe,dakotaverse,single,male
fury,prime_earth,single,male
grigori_tataryn,wildstorm_universe,single,male
hurricane,prime_earth,single,male
jason_rusch,crisis_on_two_earths,single,male
jason_rusch,lego_batman,single,male
jason_rusch,lego_dc_heroes,single,male
jason_rusch,new_earth,single,male
jason_rusch,prime_earth,single,male
jason_rusch,the_brave_and_the_bold,single,male
lava_lord,new_earth,single,male
leonid_kovar,new_earth,single,male
martin_stein,earth_3,single,male
martin_stein,justice_league_action,single,male
martin_stein,last_christmas,single,male
martin_stein,new_earth,divorced,male
mick_wong,new_earth,single,male
mikhail_arkadin,new_earth,married,male
mist,earth_16,single,female
mist,new_earth,single,male
mortimer_coolidge,new_earth,single,male
nash,new_earth,single,female
natasha_irons,new_earth,single,female
nathaniel_adam,dceased,single,male
nebel,new_earth,single,male
rachel_goldman,wildstorm_universe,single,female
rainsaw,dakotaverse,single,male
raymond_palmer,lego_batman,divorced,male
raymond_palmer,lego_dc_heroes,divorced,male
raymond_palmer,prime_earth,divorced,male
richard_swift,earth_16,single,male
ronald_raymond,futures_end,single,male
ronald_raymond,last_christmas,single,male
ronald_raymond,lego_batman,single,male
ronald_raymond,new_earth,single,male
ronald_raymond,prime_earth,single,male
ronald_raymond,super_friends,single,male
ryan_choi,injustice,single,male
ryan_choi,lego_batman,single,male
ryan_choi,prime_earth,single,male
slim_ghost_patrol,new_earth,single,male
thom_kallor,post_rebirth,single,male
thom_kallor,post_zero_hour,single,male
thom_kallor,pre_zero_hour,single,male
weird,new_earth,single,male
xolani,prime_earth,widowed,male
zan,super_friends,single,male
abel,new_earth,single,male
adrianna_tereshkova,the_wild_storm,single,female
alexa_antigone,prime_earth,single,female
amadan,new_earth,single,male
amnon_silverstein,dakotaverse,single,male
anti_monitor,antimatter_universe,single,male
aphrodite,new_earth,divorced,female
armando_ramon,prime_earth,single,male
astra_logue,arrowverse,single,female
auberon,new_earth,married,male
bobo_t_chimpanzee,prime_earth,single,male
boston_brand,dcau,single,male
caleb,wildstorm_universe,single,male
celestius,danny_s_dream,single,male
chantinelle,new_earth,single,female
christine_trelane,wildstorm_universe,married,female
christopher_freeman,new_earth,single,male
clifford_devoe,arrowverse,married,male
daniel_hall,new_earth,single,male
daniel_khalifa,new_earth,single,male
destiny,quality_universe,single,male
edwin_gauss,arrowverse,single,male
eris,prime_earth,single,female
evan_mcculloch,dceased,single,male
evillo,pre_zero_hour,single,male
flex_mentallo,doom_patrol_tv_series,widowed,male
francisco_ramon,lego_batman,single,male
francisco_ramon,prime_earth,single,male
grail,prime_earth,single,female
green_lantern,earth_9,single,female
harold_jordan,prime_earth,single,male
harvey_dent,the_doom_that_came_to_gotham,single,male
hephaestus,new_earth,married,male
hera,injustice,married,female
hera,new_earth,married,female
hera,prime_earth,married,female
herald,new_teen_titans_shorts,single,male
hunter,superman_1988_tv_series,single,male
james_corrigan,lucifer_tv_series,single,male
john_constantine,justice_league_action,single,male
jon_farmer,wildstorm_universe,single,male
junie_moone,dc_bombshells,single,female
kent_nelson,injustice,widowed,male
kent_nelson,lego_batman,married,male
khalid_nassour,prime_earth,single,male
klarion_bleak,new_earth,single,male
klarion_bleak,prime_earth,single,male
kulak,new_earth,single,male
kyd_wykkyd,teen_titans_tv_series,single,male
lyla_michaels,arrowverse,married,female
m1dn1ght,prime_earth,single,female
mekanique,new_earth,single,female
merc,prime_earth,single,female
michael,lucifer_tv_series,single,male
morgaine_le_fey,new_earth,single,female
neron,arrowverse,single,male
nightflame,earth_one,single,female
overlord,earth_16,single,male
pallas_athena,prime_earth,single,female
phantom_stranger,earth_22,single,male
phantom_stranger,new_earth,single,male
rhea,prime_earth,widowed,female
richard_occult,injustice,single,male
richard_simpson,arrowverse,single,male
roy_g_bivolo,teen_titans_go_tv_series,single,male
s_tanicule_gyrstress,pre_zero_hour,single,female
saint_of_killers,preacher,widowed,male
satanus,prime_earth,single,male
scott_free,earth_1198,single,male
sebastian_faust,prime_earth,married,male
tamlin_the_falconer,new_earth,single,male
timothy_hunter,prime_earth,single,male
titania,new_earth,married,female
trigon,prime_earth,widowed,male
trigon,teen_titans_tv_series,single,male
trigon,titans_tv_series,single,male
vandar_adg,new_earth,single,male
walter_west,dark_flash_saga,engaged,male
yarrow,new_earth,single,female
zeus,injustice,married,male
zeus,new_earth,married,male
zonuz,prime_earth,widowed,male
rory_regan,new_earth,divorced,male
rory_regan,prime_earth,single,male
traci_thirteen,new_earth,single,female
arnold_porter,dakotaverse,single,male
clive_yorkin,arrowverse,single,male
creed_phillips,earth_one,single,male
decay,new_earth,single,female
e_davis_ester,pre_zero_hour,single,male
griffin_grey,new_earth,single,male
hecate,prime_earth,single,female
john_moore,prime_earth,single,male
karen_beecher,new_earth,married,female
leonard_fiasco,prime_earth,divorced,male
lionel_luthor,smallville,widowed,male
mano,pre_zero_hour,single,male
michael_cray,the_wild_storm,single,male
midas,prime_earth,single,male
otto_von_furth,earth_16,single,male
otto_von_furth,new_earth,single,male
otto_von_furth,prime_earth,single,male
phoebus_apollo,prime_earth,single,male
plague,prime_earth,single,female
positive_man,pre_zero_hour,single,male
preston_payne,new_earth,single,male
puff,dakotaverse,single,female
puff,dcau,single,female
tyler_randall,smallville,single,male
abraham_pointe,new_earth,single,male
acantha,dc_extended_universe,single,female
acantha,new_earth,single,female
adrasteia,new_earth,single,female
aella,dc_extended_universe,single,female
aella,new_earth,single,female
agrippe,new_earth,single,female
akila,new_earth,single,female
akila_of_bana_mighdall,prime_earth,single,female
alcinoe,new_earth,single,female
alcippe,prime_earth,single,female
aleka,prime_earth,single,female
alera,new_earth,single,female
alexis,new_earth,single,female
aliaza,new_earth,single,female
alkistis,new_earth,single,female
alkyone,new_earth,married,female
alpha,earth_one,single,female
alpha,earth_two,single,female
